ate,Cidade,tosse,febre,tosse seca,febre alta,falta de ar,lat,long
30/mar,Piraju,33,67,0,0,0,-23.19361,-49.38389
30/mar,Cabreúva,27,54,0,0,19,-23.3075,-47.13278
30/mar,Mococa,31,46,0,0,23,-21.46778,-47.00472
30/mar,Tambaú,53,47,0,0,0,-21.58688,-47.22761
30/mar,Araçatuba,32,46,9,0,13,-21.20889,-50.43278
30/mar,Buritama,84,16,0,0,0,-21.06611,-50.14722
30/mar,Santa Gertrudes,40,60,0,0,0,-22.45667,-47.53028
30/mar,Socorro,47,20,0,0,33,-10.855,-37.12611
30/mar,Limeira,32,47,7,0,14,-22.56472,-47.40167
30/mar,Palmital,59,41,0,0,0,-22.81598,-50.22953
30/mar,Franco da Rocha,47,20,10,0,23,-23.32167,-46.72694
30/mar,Biritiba-Mirim,72,28,0,0,0,-23.5725,-46.03861
30/mar,Santo Antônio de Posse,67,33,0,0,0,-22.60438,-46.94759
30/mar,Araras,34,41,10,0,15,-22.35694,-47.38417
30/mar,São Lourenço da Serra,0,100,0,0,0,-23.84783,-46.9393
30/mar,Álvares Machado,56,44,0,0,0,-22.14018,-51.50417
30/mar,Severínia,55,45,0,0,0,-20.78066,-48.79037
30/mar,Embu das Artes,30,39,6,0,25,-23.64889,-46.85222
30/mar,Conchal,56,44,0,0,0,-22.34611,-47.1362
30/mar,Tremembé,62,24,0,0,14,-22.95833,-45.54944
30/mar,São Vicente,26,44,5,3,22,16.89014,-24.98042
30/mar,Cerquilho,30,49,0,0,21,-23.165,-47.74361
30/mar,Mairiporã,33,40,0,0,27,-23.31861,-46.58667
30/mar,Ibitinga,36,45,0,0,19,-21.75778,-48.82889
30/mar,Francisco Morato,33,36,5,0,26,-23.28167,-46.74528
30/mar,Santa Isabel,36,41,0,0,23,17.99663,-66.38711
30/mar,Campo Limpo Paulista,30,41,12,0,17,-23.21599,-46.75842
30/mar,Iperó,41,59,0,0,0,-23.35028,-47.68861
30/mar,Caçapava,37,43,8,0,12,-23.10083,-45.70694
30/mar,Pedreira,52,28,0,0,20,-22.75077,-46.89089
30/mar,Cruzeiro,32,50,7,0,11,-22.57104,-45.00105
30/mar,Itararé,43,57,0,0,0,-24.1125,-49.33167
30/mar,Bragança Paulista,32,44,9,0,15,-22.9527,-46.54418
30/mar,Guapiaçu,47,53,0,0,0,-20.72593,-49.16413
30/mar,Ribeira,0,100,0,0,0,16.61667,-24.2
30/mar,Itapeva,38,62,0,0,0,-23.94696,-48.83835
30/mar,Guará,0,100,0,0,0,-20.42833,-47.82417
30/mar,Vinhedo,34,48,7,0,11,-23.02972,-46.97528
30/mar,Paranapanema,50,50,0,0,0,-23.48856,-48.75931
30/mar,Cajamar,33,41,3,0,23,-23.35193,-46.88129
30/mar,Santo André,29,40,7,1,23,-23.66389,-46.53833
30/mar,Itanhaém,34,41,12,0,13,-24.18306,-46.78889
30/mar,Macatuba,0,100,0,0,0,-22.50222,-48.71139
30/mar,Osvaldo Cruz,89,11,0,0,0,-21.79667,-50.87861
30/mar,Divinolândia,43,57,0,0,0,-21.66459,-46.7045
30/mar,Pindamonhangaba,35,46,8,0,11,-22.92389,-45.46167
30/mar,São Joaquim da Barra,40,60,0,0,0,-20.58139,-47.85472
30/mar,Tatuí,31,36,7,0,26,-23.35556,-47.85694
30/mar,Artur Nogueira,42,41,0,0,17,-22.57306,-47.1725
30/mar,Ibiúna,39,49,0,0,12,-23.83577,-47.21076
30/mar,Itaquaquecetuba,38,32,10,0,20,-23.48611,-46.34833
30/mar,Cotia,35,37,11,0,17,-23.60389,-46.91917
30/mar,Ipaussu,50,50,0,0,0,-23.05667,-49.62639
30/mar,Assis,34,46,9,0,11,-22.66167,-50.41222
30/mar,São Paulo,30,40,7,<1,23,-23.5475,-46.63611
30/mar,São Manuel,40,60,0,0,0,-22.73111,-48.57056
30/mar,Fernandópolis,28,40,0,0,32,-20.28389,-50.24639
30/mar,São João da Boa Vista,29,42,2,0,27,-21.96917,-46.79806
30/mar,Rio Grande da Serra,62,38,0,0,0,-23.73345,-46.37351
30/mar,Pontal,64,36,0,0,0,-10.15333,-36.13472
30/mar,Jales,39,35,0,0,26,-20.26889,-50.54583
30/mar,São Bernardo do Campo,32,38,8,1,21,-23.69389,-46.565
30/mar,Piedade,43,57,0,0,0,-23.80789,-47.43506
30/mar,Caieiras,34,34,9,0,23,-23.38134,-46.73815
30/mar,Taubaté,29,40,7,0,24,-23.02639,-45.55528
30/mar,Mauá,32,36,9,<1,23,-23.66778,-46.46139
30/mar,Carapicuíba,32,36,10,0,22,-23.52272,-46.835
30/mar,Santa Bárbara D'Oeste,29,39,10,0,22,-22.75361,-47.41361
30/mar,Bebedouro,41,30,11,0,18,-20.94944,-48.47917
30/mar,Arujá,36,29,11,0,24,-23.39611,-46.32083
30/mar,Viradouro,0,100,0,0,0,-20.87625,-48.31479
30/mar,Praia Grande,28,38,8,1,25,-24.00583,-46.40278
30/mar,Adamantina,43,57,0,0,0,-21.59136,-51.06669
30/mar,Buri,62,38,0,0,0,13.3622,100.98345
30/mar,Jundiaí,31,41,7,<1,21,-23.18639,-46.88417
30/mar,Taquaritinga,52,48,0,0,0,-21.40611,-48.50472
30/mar,Jarinu,33,28,0,0,39,-23.10139,-46.72833
30/mar,Diadema,31,40,7,<1,22,-23.68611,-46.62278
30/mar,Rio das Pedras,50,50,0,0,0,-22.84082,-47.59724
30/mar,Botucatu,31,44,5,0,20,-22.88583,-48.445
30/mar,Barretos,32,40,8,0,20,-20.55722,-48.56778
30/mar,Dracena,45,55,0,0,0,-21.57936,-51.59598
30/mar,Itapevi,37,34,10,0,19,-23.54889,-46.93417
30/mar,Louveira,31,43,0,0,26,-23.08252,-46.93308
30/mar,Novo Horizonte,45,55,0,0,0,-21.46806,-49.22083
30/mar,Boituva,35,42,0,0,23,-23.31012,-47.68519
30/mar,Registro,38,34,8,0,20,-24.4875,-47.84361
30/mar,Suzano,30,38,6,0,26,-23.5425,-46.31083
30/mar,São Caetano do Sul,32,37,10,0,21,-23.62306,-46.55111
30/mar,Itatinga,100,0,0,0,0,-23.12572,-48.62341
30/mar,Angatuba,0,100,0,0,0,-23.48972,-48.41278
30/mar,Avaré,34,34,13,0,19,-23.09861,-48.92583
30/mar,Osasco,35,34,7,<1,24,-23.5325,-46.79167
30/mar,Itapira,44,42,0,0,14,-22.43611,-46.82167
30/mar,Votorantim,32,35,12,0,21,-23.54667,-47.43778
30/mar,Poá,36,37,11,0,16,-23.52806,-46.34472
30/mar,Holambra,55,45,0,0,0,-22.63825,-47.06501
30/mar,Descalvado,71,29,0,0,0,-21.87915,-47.65919
30/mar,Bauru,32,39,7,0,22,-22.31472,-49.06056
30/mar,Leme,42,28,8,0,22,-22.18556,-47.39028
30/mar,São Roque,40,31,8,0,21,32.66568,-16.92547
30/mar,Pitangueiras,51,49,0,0,0,-21.00944,-48.22167
30/mar,Salto,35,35,15,0,15,-31.38333,-57.96667
30/mar,Mogi das Cruzes,36,33,9,<1,22,-23.52278,-46.18833
30/mar,Fartura,67,33,0,0,0,-23.38833,-49.51
30/mar,Porto Feliz,47,40,0,0,13,-23.21472,-47.52389
30/mar,Várzea Paulista,34,36,13,0,17,-23.21139,-46.82833
30/mar,Barueri,33,37,7,<1,23,-23.51056,-46.87611
30/mar,Indaiatuba,36,39,6,0,19,-23.08842,-47.2119
30/mar,Orlândia,46,54,0,0,0,-20.68905,-47.89527
30/mar,Sorocaba,30,39,10,1,20,-23.50167,-47.45806
30/mar,Amparo,42,31,0,0,27,-22.70845,-46.80148
30/mar,Birigui,32,31,12,0,25,-21.28861,-50.34
30/mar,Andradina,42,32,0,0,26,-20.89611,-51.37944
30/mar,São José dos Campos,33,38,8,1,20,-23.17944,-45.88694
30/mar,Capela do Alto,61,39,0,0,0,-23.47056,-47.73472
30/mar,Santa Adélia,57,43,0,0,0,-21.24278,-48.80417
30/mar,São Sebastião,32,38,11,0,19,-23.76,-45.40972
30/mar,Jaú,36,37,6,0,21,-22.29639,-48.55778
30/mar,Vargem Grande Paulista,35,39,0,0,26,-23.62856,-47.01914
30/mar,Campos do Jordão,64,23,0,0,13,-22.69537,-45.52622
30/mar,Pompéia,50,50,0,0,0,-22.04169,-50.20123
30/mar,Franca,35,40,5,0,20,46.0,2.0
30/mar,Lins,40,42,6,0,12,48.30639,14.28611
30/mar,Batatais,47,22,0,0,31,-20.83515,-47.56742
30/mar,São Carlos,35,37,6,0,22,-22.0175,-47.89083
30/mar,Porto Ferreira,55,35,0,0,10,-21.85389,-47.47917
30/mar,Laranjal Paulista,51,49,0,0,0,-23.04972,-47.83667
30/mar,Ilha Solteira,56,44,0,0,0,-20.35123,-51.15423
30/mar,Pederneiras,49,51,0,0,0,-22.35167,-48.775
30/mar,Mirandópolis,80,20,0,0,0,-21.12459,-51.15123
30/mar,Piracicaba,37,36,8,0,19,-22.72528,-47.64917
30/mar,Pirapora do Bom Jesus,56,44,0,0,0,-23.37201,-46.97798
30/mar,Lençóis Paulista,40,33,3,0,24,-22.59861,-48.80028
30/mar,Vista Alegre do Alto,0,0,0,0,0,-21.18019,-48.65482
30/mar,Eldorado,0,0,0,0,0,-26.40843,-54.69463
30/mar,Serra Azul,0,0,0,0,0,-21.28755,-47.53885
30/mar,Santa Cruz da Conceição,0,0,0,0,0,-22.12608,-47.49276
30/mar,Taciba,0,0,0,0,0,-22.49676,-51.33241
30/mar,Morungaba,0,0,0,0,0,-22.88318,-46.78699
30/mar,Tapiratiba,0,0,0,0,0,-21.44656,-46.73214
30/mar,Cardoso,0,0,0,0,0,-13.43695,-42.10325
30/mar,Cananéia,0,0,0,0,0,-24.98104,-48.00093
30/mar,Ouroeste,0,0,0,0,0,-19.9376,-50.41455
30/mar,Potirendaba,0,0,0,0,0,-21.10737,-49.39808
30/mar,Euclides da Cunha Paulista,0,0,0,0,0,-22.5171,-52.59099
30/mar,Cristais Paulista,0,0,0,0,0,-20.36538,-47.373
30/mar,São Bento do Sapucaí,0,0,0,0,0,-22.67091,-45.68394
30/mar,Itajobi,0,0,0,0,0,-21.35516,-49.0569
30/mar,Cabrália Paulista,0,0,0,0,0,-22.49155,-49.38637
30/mar,Juquiá,0,0,0,0,0,-24.18961,-47.6354
30/mar,Corumbataí,0,0,0,0,0,-22.21698,-47.59961
30/mar,Campina do Monte Alegre,0,0,0,0,0,-23.61364,-48.45388
30/mar,Jaci,0,0,0,0,0,-20.94747,-49.57606
30/mar,Analândia,0,0,0,0,0,-22.12002,-47.68938
30/mar,Taiaçu,0,0,0,0,0,-21.13217,-48.53092
30/mar,Nhandeara,0,0,0,0,0,-20.66142,-50.05605
30/mar,Ribeirão Bonito,0,0,0,0,0,-22.03418,-48.18769
30/mar,Piquete,0,0,0,0,0,-22.61361,-45.17611
30/mar,Salesópolis,0,0,0,0,0,-23.58753,-45.84743
30/mar,Mirante do Paranapanema,0,0,0,0,0,-22.35109,-51.97126
30/mar,Bofete,0,0,0,0,0,-23.12244,-48.28058
30/mar,Echaporã,0,0,0,0,0,-22.4108,-50.18262
30/mar,Monte Castelo,0,0,0,0,0,-26.61655,-50.28851
30/mar,Santa Rita do Ribeira,0,0,0,0,0,-24.15139,-47.31667
30/mar,Anhembi,0,0,0,0,0,-22.83293,-48.16384
30/mar,Reginópolis,0,0,0,0,0,-21.87493,-49.19025
30/mar,Irapuru,0,0,0,0,0,-21.44903,-51.33959
30/mar,Patrocínio Paulista,0,0,0,0,0,-20.68707,-47.28437
30/mar,Ilha Comprida,0,0,0,0,0,-24.87792,-47.74757
30/mar,Parapuã,0,0,0,0,0,-21.84482,-50.8341
30/mar,Avaí,0,0,0,0,0,-22.17789,-49.30511
30/mar,Ouro Verde,0,0,0,0,0,-26.73257,-52.27153
30/mar,Quintana,0,0,0,0,0,19.66667,-88.25
30/mar,Auriflama,0,0,0,0,0,-20.68556,-50.55472
30/mar,Santa Cruz das Palmeiras,0,0,0,0,0,-21.82694,-47.24861
30/mar,Bady Bassitt,0,0,0,0,0,-20.91806,-49.44528
31/mar,Jambeiro,0,100,0,0,0,-23.28154,-45.71217
31/mar,Tambaú,32,68,0,0,0,-21.58688,-47.22761
31/mar,Fernão,0,100,0,0,0,-14.56257,40.68538
31/mar,Guará,0,100,0,0,0,-20.42833,-47.82417
31/mar,Mineiros do Tietê,0,100,0,0,0,-22.4486,-48.44074
31/mar,Itaberá,22,78,0,0,0,-23.86194,-49.13722
31/mar,Santa Rita do Passa Quatro,38,62,0,0,0,-21.71028,-47.47806
31/mar,Cerqueira César,39,61,0,0,0,-23.03556,-49.16611
31/mar,Juquitiba,69,31,0,0,0,-23.93167,-47.06833
31/mar,Juquiá,0,100,0,0,0,-24.18961,-47.6354
31/mar,Santo Anastácio,28,72,0,0,0,-22.01522,-51.70097
31/mar,Guareí,0,100,0,0,0,-23.37338,-48.22466
31/mar,Guaíra,26,74,0,0,0,-25.8,-56.26667
31/mar,Tarumã,86,14,0,0,0,-22.76111,-50.60332
31/mar,Serrana,57,34,0,0,9,-21.21139,-47.59556
31/mar,Biritiba-Mirim,58,42,0,0,0,-23.5725,-46.03861
31/mar,Cachoeira Paulista,46,54,0,0,0,-22.70115,-44.99229
31/mar,Álvares Machado,31,69,0,0,0,-22.14018,-51.50417
31/mar,Ouroeste,0,100,0,0,0,-19.9376,-50.41455
31/mar,Américo Brasiliense,61,39,0,0,0,-21.72444,-48.10167
31/mar,Guararema,54,46,0,0,0,-23.43419,-46.06086
31/mar,Valparaíso,38,62,0,0,0,-33.036,-71.62963
31/mar,Itararé,36,64,0,0,0,-24.1125,-49.33167
31/mar,Brodowski,29,71,0,0,0,-21.0506,-47.61728
31/mar,Tremembé,34,56,0,0,10,-22.95833,-45.54944
31/mar,Guariba,36,64,0,0,0,-21.39568,-48.20427
31/mar,Nova Odessa,28,57,0,0,15,-22.7775,-47.29583
31/mar,Bastos,48,52,0,0,0,-21.92194,-50.73389
31/mar,Igaraçu do Tietê,57,43,0,0,0,-22.50917,-48.55778
31/mar,Descalvado,47,53,0,0,0,-21.87915,-47.65919
31/mar,Jales,23,54,0,0,23,-20.26889,-50.54583
31/mar,Ubatuba,36,52,4,0,8,-23.43389,-45.07111
31/mar,Piracaia,53,47,0,0,0,-23.05389,-46.35806
31/mar,Cubatão,25,40,13,0,22,-23.895,-46.42528
31/mar,Cajamar,30,48,7,0,15,-23.35193,-46.88129
31/mar,Sertãozinho,24,50,5,0,21,-21.13778,-47.99028
31/mar,Fernandópolis,28,60,0,0,12,-20.28389,-50.24639
31/mar,Morro Agudo,45,55,0,0,0,-20.73139,-48.05778
31/mar,Piedade,40,60,0,0,0,-23.80789,-47.43506
31/mar,Pontal,56,44,0,0,0,-10.15333,-36.13472
31/mar,Pompéia,34,66,0,0,0,-22.04169,-50.20123
31/mar,Botucatu,25,49,5,0,21,-22.88583,-48.445
31/mar,Conchas,33,67,0,0,0,-23.01528,-48.01056
31/mar,Promissão,66,34,0,0,0,-21.53667,-49.85806
31/mar,Porto Feliz,29,51,0,0,20,-23.21472,-47.52389
31/mar,Santa Fé do Sul,47,53,0,0,0,-20.21111,-50.92583
31/mar,Guaratinguetá,31,41,13,0,15,-22.81639,-45.1925
31/mar,Lins,32,55,9,0,4,48.30639,14.28611
31/mar,Peruíbe,39,46,0,0,15,-24.32,-46.99833
31/mar,Novo Horizonte,56,44,0,0,0,-21.46806,-49.22083
31/mar,Itanhaém,32,39,14,0,15,-24.18306,-46.78889
31/mar,Jarinu,34,55,0,0,11,-23.10139,-46.72833
31/mar,Bady Bassitt,71,29,0,0,0,-20.91806,-49.44528
31/mar,Caieiras,32,36,6,0,26,-23.38134,-46.73815
31/mar,Itapeva,70,30,0,0,0,-23.94696,-48.83835
31/mar,Ilha Comprida,0,100,0,0,0,-24.87792,-47.74757
31/mar,São Vicente,27,44,8,<1,21,16.89014,-24.98042
31/mar,Mogi-Guaçu,30,44,6,0,20,-22.3677,-46.94552
31/mar,Itapira,37,48,0,0,15,-22.43611,-46.82167
31/mar,Pradópolis,0,100,0,0,0,-21.35944,-48.06556
31/mar,Castilho,100,0,0,0,0,-20.87222,-51.4875
31/mar,Hortolândia,35,42,7,0,16,-22.85833,-47.22
31/mar,Vinhedo,27,49,3,0,21,-23.02972,-46.97528
31/mar,Apiaí,81,19,0,0,0,-24.50944,-48.8425
31/mar,Arujá,28,45,7,0,20,-23.39611,-46.32083
31/mar,Socorro,36,41,0,0,23,-10.855,-37.12611
31/mar,Embu das Artes,39,25,11,0,25,-23.64889,-46.85222
31/mar,Paulínia,30,43,4,0,23,-22.76111,-47.15417
31/mar,Charqueada,39,61,0,0,0,-22.53724,-47.7377
31/mar,Pirajuí,71,29,0,0,0,-21.99861,-49.45722
31/mar,Mairiporã,46,32,0,0,22,-23.31861,-46.58667
31/mar,Itapecerica da Serra,37,29,10,0,24,-23.71694,-46.84917
31/mar,Bragança Paulista,29,46,8,0,17,-22.9527,-46.54418
31/mar,Jacareí,32,45,6,0,17,-23.30528,-45.96583
31/mar,Jardinópolis,41,50,0,0,9,-21.01778,-47.76389
31/mar,Vargem Grande do Sul,41,59,0,0,0,-21.83222,-46.89361
31/mar,Pariquera-Açu,42,58,0,0,0,-24.66388,-47.84553
31/mar,Poá,31,37,6,0,26,-23.52806,-46.34472
31/mar,Cravinhos,56,44,0,0,0,-21.34028,-47.72944
31/mar,Ibaté,41,59,0,0,0,-21.95472,-47.99667
31/mar,Osasco,29,42,7,1,21,-23.5325,-46.79167
31/mar,Cabreúva,52,35,0,0,13,-23.3075,-47.13278
31/mar,Pindamonhangaba,29,44,5,0,22,-22.92389,-45.46167
31/mar,Santa Rosa de Viterbo,39,61,0,0,0,5.88515,-73.01344
31/mar,Penápolis,34,50,0,0,16,-21.41972,-50.0775
31/mar,São Paulo,30,42,8,<1,20,-23.5475,-46.63611
31/mar,Pedreira,57,33,0,0,10,-22.75077,-46.89089
31/mar,Pederneiras,50,50,0,0,0,-22.35167,-48.775
31/mar,Buri,39,61,0,0,0,13.3622,100.98345
31/mar,Itatiba,29,41,10,0,20,-23.00583,-46.83889
31/mar,Carapicuíba,34,40,9,0,17,-23.52272,-46.835
31/mar,Bariri,47,53,0,0,0,-22.07444,-48.74028
31/mar,Cordeirópolis,59,41,0,0,0,-22.48194,-47.45667
31/mar,Mogi das Cruzes,40,32,8,<1,20,-23.52278,-46.18833
31/mar,Leme,29,44,10,0,17,-22.18556,-47.39028
31/mar,Tapiratiba,0,100,0,0,0,-21.44656,-46.73214
31/mar,Santo André,33,38,9,<1,20,-23.66389,-46.53833
31/mar,Rio das Pedras,49,51,0,0,0,-22.84082,-47.59724
31/mar,Avaré,35,42,5,0,18,-23.09861,-48.92583
31/mar,Suzano,37,32,9,0,22,-23.5425,-46.31083
31/mar,Serra Negra,57,43,0,0,0,-22.60767,-46.70322
31/mar,Limeira,34,41,10,0,15,-22.56472,-47.40167
31/mar,Brotas,59,41,0,0,0,-22.28417,-48.12667
31/mar,Itapevi,33,39,8,0,20,-23.54889,-46.93417
31/mar,Santa Cruz das Palmeiras,54,46,0,0,0,-21.82694,-47.24861
31/mar,Itupeva,41,30,12,0,17,-23.15306,-47.05778
31/mar,Araçoiaba da Serra,73,27,0,0,0,-23.50528,-47.61417
31/mar,Bauru,33,46,7,0,14,-22.31472,-49.06056
31/mar,Salto,29,41,12,0,18,-31.38333,-57.96667
31/mar,Mauá,30,38,7,1,24,-23.66778,-46.46139
31/mar,Sorocaba,33,39,10,<1,18,-23.50167,-47.45806
31/mar,Piquete,0,100,0,0,0,-22.61361,-45.17611
31/mar,Itaquaquecetuba,34,35,7,0,24,-23.48611,-46.34833
31/mar,Tanabi,68,32,0,0,0,-20.62639,-49.64917
31/mar,Barueri,32,39,9,<1,20,-23.51056,-46.87611
31/mar,Porto Ferreira,32,46,0,0,22,-21.85389,-47.47917
31/mar,Santa Cruz do Rio Pardo,36,49,0,0,15,-22.89889,-49.6325
31/mar,Ribeirão Pires,35,43,4,0,18,-23.71056,-46.41333
31/mar,São João da Boa Vista,32,37,9,0,22,-21.96917,-46.79806
31/mar,Cotia,29,41,8,0,22,-23.60389,-46.91917
31/mar,Valinhos,39,43,6,0,12,-22.97056,-46.99583
31/mar,Rio Grande da Serra,54,46,0,0,0,-23.73345,-46.37351
31/mar,Atibaia,32,39,4,0,25,-23.11694,-46.55028
31/mar,Jundiaí,31,39,9,0,21,-23.18639,-46.88417
31/mar,Bertioga,53,41,0,0,6,-23.85444,-46.13861
31/mar,Diadema,30,41,7,<1,22,-23.68611,-46.62278
31/mar,Birigui,36,45,10,0,9,-21.28861,-50.34
31/mar,Ibitinga,36,44,0,0,20,-21.75778,-48.82889
31/mar,Araçatuba,38,38,11,0,13,-21.20889,-50.43278
31/mar,Praia Grande,31,38,7,<1,24,-24.00583,-46.40278
31/mar,São Bernardo do Campo,33,37,9,<1,21,-23.69389,-46.565
31/mar,Cunha,62,38,0,0,0,-37.11284,-12.28343
31/mar,Franca,31,41,8,0,20,46.0,2.0
31/mar,Divinolândia,60,40,0,0,0,-21.66459,-46.7045
31/mar,Campinas,31,40,8,<1,21,-22.90556,-47.06083
31/mar,São José dos Campos,32,38,9,<1,21,-23.17944,-45.88694
31/mar,Campo Limpo Paulista,36,39,9,0,16,-23.21599,-46.75842
31/mar,Francisco Morato,29,39,5,0,27,-23.28167,-46.74528
31/mar,Franco da Rocha,38,28,12,0,22,-23.32167,-46.72694
31/mar,Taboão da Serra,42,35,0,0,23,-23.62611,-46.79167
31/mar,Embu-Guaçu,42,36,16,0,6,-23.83222,-46.81139
31/mar,São Simão,49,51,0,0,0,-21.47917,-47.55083
31/mar,Regente Feijó,50,50,0,0,0,-22.22139,-51.30278
31/mar,Patrocínio Paulista,0,100,0,0,0,-20.68707,-47.28437
31/mar,Sao Miguel Arcanjo,0,100,0,0,0,15.19327,-23.63913
31/mar,Sumaré,32,35,9,0,24,-22.82194,-47.26694
31/mar,Araras,40,34,8,0,18,-22.35694,-47.38417
31/mar,Bebedouro,40,32,5,0,23,-20.94944,-48.47917
31/mar,Várzea Paulista,36,22,15,0,27,-23.21139,-46.82833
31/mar,São Manuel,50,50,0,0,0,-22.73111,-48.57056
31/mar,São Caetano do Sul,35,28,11,0,26,-23.62306,-46.55111
31/mar,Jaguariúna,40,45,0,0,15,-22.69473,-47.01728
31/mar,Rio Claro,38,38,5,0,19,10.30594,-61.17556
31/mar,Cajuru,70,30,0,0,0,-21.27528,-47.30417
31/mar,Santo Antônio de Posse,49,51,0,0,0,-22.60438,-46.94759
31/mar,Ilha Solteira,55,45,0,0,0,-20.35123,-51.15423
31/mar,Colina,50,50,0,0,0,22.18306,113.53194
31/mar,Amparo,41,42,0,0,17,-22.70845,-46.80148
31/mar,Itaóca,0,0,0,0,0,-24.61155,-48.8439
31/mar,Taguaí,0,0,0,0,0,-23.48512,-49.40781
31/mar,Itariri,0,0,0,0,0,-24.2888,-47.13325
31/mar,Areiópolis,0,0,0,0,0,-22.60627,-48.65273
31/mar,Pereiras,0,0,0,0,0,-23.1215,-47.97614
31/mar,Ribeirão do Sul,0,0,0,0,0,-22.74112,-49.94632
31/mar,Barra do Chapéu,0,0,0,0,0,-24.44047,-49.08615
31/mar,São Lourenço da Serra,0,0,0,0,0,-23.84783,-46.9393
31/mar,Eldorado,0,0,0,0,0,-26.40843,-54.69463
31/mar,Pedregulho,0,0,0,0,0,-20.25694,-47.47667
31/mar,Morungaba,0,0,0,0,0,-22.88318,-46.78699
31/mar,Borborema,0,0,0,0,0,-21.61972,-49.07361
31/mar,São Bento do Sapucaí,0,0,0,0,0,-22.67091,-45.68394
31/mar,Flórida Paulista,0,0,0,0,0,-21.54193,-51.18066
31/mar,Itobi,0,0,0,0,0,-21.74902,-46.93051
31/mar,Jacupiranga,0,0,0,0,0,-24.6925,-48.00222
31/mar,Potirendaba,0,0,0,0,0,-21.10737,-49.39808
31/mar,Inúbia Paulista,0,0,0,0,0,-21.72002,-50.94738
31/mar,Corumbataí,0,0,0,0,0,-22.21698,-47.59961
31/mar,Lucélia,0,0,0,0,0,-21.72028,-51.01889
31/mar,Cabrália Paulista,0,0,0,0,0,-22.49155,-49.38637
31/mar,Buritizal,0,0,0,0,0,-20.21345,-47.70776
31/mar,Tupi Paulista,0,0,0,0,0,-21.38111,-51.57056
31/mar,Taiaçu,0,0,0,0,0,-21.13217,-48.53092
31/mar,Caconde,0,0,0,0,0,-21.5415,-46.62252
31/mar,Maracaí,0,0,0,0,0,-22.61056,-50.66722
31/mar,Manduri,0,0,0,0,0,-23.05388,-49.30262
31/mar,Angatuba,0,0,0,0,0,-23.48972,-48.41278
31/mar,Pedra Bela,0,0,0,0,0,-22.76397,-46.43708
31/mar,Santa Rita do Ribeira,0,0,0,0,0,-24.15139,-47.31667
31/mar,Palmeira D'Oeste,0,0,0,0,0,-20.45046,-50.75181
31/mar,Cananéia,0,0,0,0,0,-24.98104,-48.00093
31/mar,Pirapora do Bom Jesus,0,0,0,0,0,-23.37201,-46.97798
31/mar,Buritama,0,0,0,0,0,-21.06611,-50.14722
31/mar,Cristais Paulista,0,0,0,0,0,-20.36538,-47.373
31/mar,Quatá,0,0,0,0,0,-22.21146,-50.64957
31/mar,Vista Alegre do Alto,0,0,0,0,0,-21.18019,-48.65482
31/mar,Pedro de Toledo,0,0,0,0,0,-24.1702,-47.17239
31/mar,Euclides da Cunha Paulista,0,0,0,0,0,-22.5171,-52.59099
31/mar,Jaci,0,0,0,0,0,-20.94747,-49.57606
31/mar,Potim,0,0,0,0,0,-22.82497,-45.30614
31/mar,Barão de Antonina,0,0,0,0,0,-23.57097,-49.5666
01/abr,Jambeiro,0,100,0,0,0,-23.28154,-45.71217
01/abr,Junqueirópolis,0,100,0,0,0,-21.4211,-51.44193
01/abr,Joanópolis,0,100,0,0,0,-22.93028,-46.27556
01/abr,Cajati,33,67,0,0,0,-24.73611,-48.12278
01/abr,Conchas,39,61,0,0,0,-23.01528,-48.01056
01/abr,Piquete,0,100,0,0,0,-22.61361,-45.17611
01/abr,Registro,24,58,3,0,15,-24.4875,-47.84361
01/abr,Serrana,32,47,0,0,21,-21.21139,-47.59556
01/abr,Pedro de Toledo,0,100,0,0,0,-24.1702,-47.17239
01/abr,Cachoeira Paulista,24,76,0,0,0,-22.70115,-44.99229
01/abr,Divinolândia,71,29,0,0,0,-21.66459,-46.7045
01/abr,Juquitiba,75,25,0,0,0,-23.93167,-47.06833
01/abr,Elias Fausto,56,44,0,0,0,-23.04278,-47.37389
01/abr,Itariri,0,100,0,0,0,-24.2888,-47.13325
01/abr,Cordeirópolis,33,67,0,0,0,-22.48194,-47.45667
01/abr,Casa Branca,57,43,0,0,0,-21.81396,-47.08264
01/abr,Pindorama,34,66,0,0,0,-21.20688,-48.91109
01/abr,Águas de São Pedro,0,100,0,0,0,-22.60238,-47.87481
01/abr,Quatá,0,100,0,0,0,-22.21146,-50.64957
01/abr,Cubatão,24,52,7,0,17,-23.895,-46.42528
01/abr,Tanabi,79,21,0,0,0,-20.62639,-49.64917
01/abr,São Manuel,67,33,0,0,0,-22.73111,-48.57056
01/abr,Dracena,34,66,0,0,0,-21.57936,-51.59598
01/abr,Santa Isabel,37,48,0,0,15,17.99663,-66.38711
01/abr,Buritama,64,36,0,0,0,-21.06611,-50.14722
01/abr,Teodoro Sampaio,35,65,0,0,0,-12.26547,-38.61211
01/abr,Itaí,57,43,0,0,0,-23.41778,-49.09056
01/abr,Aguaí,40,60,0,0,0,-22.0259,-47.06702
01/abr,Pontal,41,59,0,0,0,-10.15333,-36.13472
01/abr,Tremembé,49,25,0,0,26,-22.95833,-45.54944
01/abr,Itaporanga,0,100,0,0,0,-11.07087,-37.33296
01/abr,Ituverava,40,60,0,0,0,-20.30007,-47.82592
